x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,class
5.409875137223253,22.92724955338835,-9.872093963644462,1.9780435398495122,8.272286747263292,-9.615210489245252,-15.926246329688777,0.7172838292137786,-4.4922045859590725,0.3405526320872634,-7.723547781229989,-13.578340056018071,-15.958218417098845,17.70295544989709,11.919688244209407,0.7693038466954886,0.5564579848925734,-1.0365540420102137,-0.01352036638429599,18.670112760444976,12.138914925864263,15.299997186429355,36.669442995974904,36.78663919872235,3.33244263519495,-17.879986960065956,15.9263802410613,1.7254970155374008,23.504193888413873,9.79235188571345,N
4.1265452654498604,21.904110328258625,-15.023120755079898,-18.006157428944288,9.286372504316375,6.454027359989295,-4.575242562070308,-2.577146710040357,-5.008725875166166,0.6750119940689303,-8.247594149326847,-6.026468295347604,-12.553077286048651,10.966551543619978,9.87561278413347,0.060322185294038766,1.0162149135583944,-24.169409767261065,-7.894410701073578,15.90121316008606,14.581635854266398,0.39468282724366155,19.632161147133964,24.69364344796263,15.046553644327687,-10.080864430242226,16.203368375029587,3.0249835266226097,4.843633127525983,11.843676993762308,N
4.403986218026367,22.988278041132617,-8.681489580127694,-13.313750482914141,9.63044051534507,-11.460536613382017,-11.477226662882275,-2.3790791638786106,-0.4431027377617718,1.2150220732628467,-8.321609782627188,-3.925495643056279,-11.314537783969918,8.12770097024793,6.741834289397225,-0.1879562884810135,0.89401056873761,-7.0872499599358,3.3188779925308047,15.528868950528112,29.95955531689115,-0.33355918716437216,30.368622923821313,29.06142309014463,7.267858885276143,-10.255624803919483,16.593458267050153,0.7478611797729018,23.694985092912933,9.882828498540459,N
3.9356435973004826,7.067716138220554,-9.627175389831578,-14.915710581250904,13.804277050303877,-5.872123732645902,-12.62683973473193,0.2430530001567992,-2.34080655635951,0.7692414024884885,-8.40552158554743,-13.545439019712774,-17.861950134701004,13.094959313151033,13.239404040812971,0.5706192140727784,-0.7224769964875204,-6.9039376483684425,-15.645632002882897,19.3642488201348,0.9044020303875868,3.2272804026396673,20.739103845142207,21.363253533808113,-1.7554531672076812,-16.36400554735098,17.04278643616981,1.920244372806342,0.6000493100955051,10.090662323668525,N
4.210391798146605,21.87466775091114,-14.244559709797981,-21.684348898412708,8.0889737798681,6.543087483593124,-1.7468505295373573,-0.956111555979517,-2.7359025606102554,1.1847408283607699,-8.841085404757473,-0.6210271417537232,-14.14113767698891,16.0524527167613,13.608350797547669,-0.8164292324843623,0.2517901180673992,-12.337376026105352,-18.03236521027462,17.309400399385936,24.968831937188703,2.3842552602610465,25.897681253344995,22.52131653803348,0.19819391329507363,-10.711562792815942,21.21273159210025,2.226787621850378,13.541937286523169,7.420687823628633,N
3.944232873502951,17.009184918673032,-18.823853652764733,-2.2943870180168675,5.99582371112629,16.33121981622906,-8.615777476683899,-2.2012545372175443,-4.723510229226389,0.25566962661761794,-8.37504044055999,-12.545538535874503,-14.450080538268468,14.595160243361223,3.9892543698719067,0.8199816188173458,0.5123707308318299,-12.420154699928057,-3.6863087249620476,10.069478142458873,19.84753200725416,11.239390207972367,22.125292896233642,14.726543740413288,0.23970767164172663,-17.048012171352394,15.559448143442296,2.4377631817266083,8.146826205968551,8.939980140810514,N
4.601808802253576,20.07399998217936,0.8490089440116577,-5.583713000128419,7.987728985466189,7.162140178907957,-0.4121869253212438,-3.093612534910888,-2.1860173110514123,0.4472082447122234,-8.055503374839937,0.3178834768231198,-18.64073096393887,20.838489416875692,7.631511913812625,0.5369447026906419,-0.7192948406694186,-8.134680354311044,-17.267821476289868,23.211412692805535,13.451163149776255,15.731411565942725,31.707508730967465,25.15192006393254,-7.810933955622145,-7.780148032676051,30.819917334002437,1.5301519855558738,21.903855521135462,3.1151304447123715,N
4.354290026454479,23.04955428000354,-5.265538835558391,-6.450353568526226,10.976515956119256,-5.883799000666614,-6.169569139262414,-5.748447016905896,0.04414541059536936,0.8349721469672363,-8.50427419896855,-8.551432190069917,-16.45090462421981,17.763133533578088,0.5946142754712067,0.17339823843545446,0.16097572187793507,-5.215727147016885,-15.56069299811121,14.409982167415937,-5.447732255410365,13.050247193229874,26.187821926025627,21.506545704684086,-6.624195165541721,-11.304211295421684,15.643882699645145,2.1647545988051107,13.987628100810994,10.399077609846675,N
4.778356824965892,22.90059696754344,-0.5754880124832731,0.25897747862280873,8.464348964447632,2.661545509038861,-9.71746321407978,-2.937638057837245,-1.7997926452725665,0.23930765574069507,-8.148616371452334,-3.9694929866534006,-10.583867520684118,11.371138748940577,-2.796179538208894,0.5461238296171311,-0.689492452328807,-10.212205660240171,-11.177930314450892,15.96826732037909,3.784500437106164,7.7733824126358275,19.612827225954238,21.02168823337927,1.890605241667263,-15.572841473991113,28.604074324449584,0.23557143968359284,12.467072376156949,8.092315563808663,N
4.267773231947939,21.038225262991972,-13.725688734715291,-4.90678839857435,12.37989399179551,3.043775366989612,-9.268853264431282,2.5770208714605243,2.4615168972971544,0.5118514896895127,-8.321523150916619,-22.354382838824726,-9.083745659447859,17.379497146836115,12.35969208862219,0.7693038466954886,0.022877846137649337,-6.800233190570686,-6.169516631670631,15.72338241095111,6.828157572802715,0.5190446996974645,33.774637190226386,37.782782952202936,-2.753755471406251,-15.294221871368874,6.07140668386191,2.3510511427577496,20.301496851876955,12.002478314035768,N
